								
	DÍA	MES	AÑO	HORA	CIUDAD	PAÍS	FORMA	
	19	10	2018	17:45	Sherwood Park (Canada)	Canadá	Luz
	18	10	2018	21:00	Ranburne	EEUU	Luz
	18	10	2018	19:00	Syracuse	EEUU	Luz
	18	10	2018	18:15	Makawao	EEUU	Luz
	16	10	2018	2:50	Aurora	EEUU	Luz
	14	10	2018	1:00	Beaumont	EEUU	Luz
	12	10	2018	20:01	Northampton	EEUU	Luz
	12	10	2018	18:30	Everett	EEUU	Luz
	11	10	2018	21:20	Bellevue	EEUU	Luz
	11	10	2018	20:21	Colbert	EEUU	Luz
	11	10	2018	20:00	Mt. Ida	EEUU	Luz
	11	10	2018	20:00	Marysville	EEUU	Luz
	11	10	2018	2:00	Boise	EEUU	Luz
	10	10	2018	21:00	Pretoria (South Africa)	Sudáfrica	Luz
	10	10	2018	21:00	Montesano	EEUU	Luz
	10	10	2018	20:30	Dallas	EEUU	Luz
	10	10	2018	19:00	Fenton Township	EEUU	Luz
	9	10	2018	22:45	Eureka Springs	EEUU	Luz
	9	10	2018	16:45	Scottsdale	EEUU	Luz
	8	10	2018	22:55	Barrington	EEUU	Luz
	8	10	2018	6:30	Chardon	EEUU	Luz
	8	10	2018	6:10	Parkland County	Canadá	Luz
	7	10	2018	21:00	Harrisburg	EEUU	Luz
	7	10	2018	20:30	Hobbs	EEUU	Luz
	7	10	2018	19:30	Santa Rosa	EEUU	Luz
	7	10	2018	19:30	Oxnard	EEUU	Luz
	7	10	2018	19:30	Willows	EEUU	Luz
	7	10	2018	19:30	Auburn	EEUU	Luz
	7	10	2018	19:30	Cottonwood	EEUU	Luz
	7	10	2018	19:22	Sacramento	EEUU	Luz
	7	10	2018	19:22	Long Beach	EEUU	Luz
	6	10	2018	20:30	Lovelock	EEUU	Luz
	6	10	2018	2:36	Lawrenceville	EEUU	Luz
	6	10	2018	1:15	Grand Falls (Canada)	Canadá	Luz
	5	10	2018	20:00	Church Hill	EEUU	Luz
	4	10	2018	23:00	Littleton	EEUU	Luz
	4	10	2018	20:00	Stevensville	EEUU	Luz
	3	10	2018	20:45	Lancaster	EEUU	Luz
	3	10	2018	5:30	Chandler	EEUU	Luz
	2	10	2018	22:50	Lynnwood	EEUU	Luz
	2	10	2018	22:00	Greer	EEUU	Luz
	1	10	2018	21:30	Elko	EEUU	Luz
	1	10	2018	20:30	Desert Aire	EEUU	Luz
	1	10	2018	19:30	Central Point	EEUU	Luz
	1	10	2018	11:31	Huntington	EEUU	Luz
	30	9	2018	0:00	Pendleton	EEUU	Luz
	30	9	2018	23:30	Elkmomt	EEUU	Luz
	30	9	2018	6:30	Palmer	EEUU	Luz
	29	9	2018	21:15	West Columbia	EEUU	Luz
	28	9	2018	22:30	Tigard	EEUU	Luz
	27	9	2018	23:00	Walsall (UK/England)	Reino Unido	Luz
	27	9	2018	21:30	Jamesport	EEUU	Luz
	27	9	2018	18:40	Lansing	EEUU	Luz
	27	9	2018	6:15	Albany	EEUU	Luz
	26	9	2018	23:00	Schaumburg	EEUU	Luz
	26	9	2018	22:35	Pine Valley Mountains (above)	EEUU	Luz
	26	9	2018	6:50	Iowa City	EEUU	Luz
	25	9	2018	21:22	Alamo	EEUU	Luz
	25	9	2018	20:50	Nags Head	EEUU	Luz
	25	9	2018	15:00	Las Vegas (Spring Valley)	EEUU	Luz
	24	9	2018	14:00	McPherson	EEUU	Luz
	24	9	2018	6:40	Boise	EEUU	Luz
	23	9	2018	3:15	Port St Lucie	EEUU	Luz
	23	9	2018	No especificado	Topeka	EEUU	Luz
	22	9	2018	20:45	North Bend	EEUU	Luz
	22	9	2018	7:45	Old Jamestown	EEUU	Luz
	21	9	2018	19:00	Sonoita	EEUU	Luz
	20	9	2018	20:45	Atlanta	EEUU	Luz
	19	9	2018	19:00	Pacific Ocean	EEUU	Luz
	19	9	2018	6:19	Belleville	EEUU	Luz
	18	9	2018	21:00	Floral City	EEUU	Luz
	18	9	2018	20:52	Aberdeen	EEUU	Luz
	18	9	2018	5:10	Albuquerque	EEUU	Luz
	18	9	2018	2:30	No especificado	EEUU	Luz
	17	9	2018	21:22	St. Augustine	EEUU	Luz
	16	9	2018	18:00	Detroit	EEUU	Luz
	15	9	2018	21:30	Moravia	EEUU	Luz
	15	9	2018	1:44	Brick	EEUU	Luz
	15	9	2018	1:30	Chesterfield	EEUU	Luz
	14	9	2018	5:20	Geneva	EEUU	Luz
	14	9	2018	5:00	Stockton	EEUU	Luz
	13	9	2018	23:32	Helena	EEUU	Luz
	13	9	2018	22:30	American Falls	EEUU	Luz
	13	9	2018	19:28	Monterey	EEUU	Luz
	12	9	2018	1:58	Cobb	EEUU	Luz
	9	9	2018	22:00	Owatonna	EEUU	Luz
	9	9	2018	21:20	Van Zandt	EEUU	Luz
	8	9	2018	21:30	St. Augustine	EEUU	Luz
	8	9	2018	20:05	Humble	EEUU	Luz
	7	9	2018	20:15	Bellingham	EEUU	Luz
	6	9	2018	21:00	Lyman	EEUU	Luz
	6	9	2018	20:45	Rio Grande	EEUU	Luz
	6	9	2018	20:00	Adel	EEUU	Luz
	4	9	2018	23:00	Springfield	EEUU	Luz
	4	9	2018	22:00	Howard	EEUU	Luz
	4	9	2018	19:20	Deming	EEUU	Luz
	4	9	2018	2:00	San Juan Batista	EEUU	Luz
	3	9	2018	23:30	Melvern	EEUU	Luz
	1	9	2018	21:50	Idyllwild	EEUU	Luz
	1	9	2018	21:40	Cape Coral	EEUU	Luz
	1	9	2018	21:10	Houston	EEUU	Luz
	1	9	2018	19:39	Fort Collins	EEUU	Luz
	1	9	2018	19:39	Fort Collins	EEUU	Luz
	1	9	2018	5:58	Augusta	EEUU	Luz
	31	8	2018	22:20	Prescott Valley	EEUU	Luz
	30	8	2018	21:40	Stamford	EEUU	Luz
	30	8	2018	21:15	Queens Village (Long Island)	EEUU	Luz
	30	8	2018	20:25	Redding	EEUU	Luz
	29	8	2018	21:30	Virginia Beach	EEUU	Luz
	29	8	2018	20:19	Ensenada (?) (Baja Norte)(Mexico)	México	Luz
	27	8	2018	21:00	Marshalltown	EEUU	Luz
	27	8	2018	20:42	Keokuk	EEUU	Luz
	27	8	2018	20:17	St. Charles	EEUU	Luz
	27	8	2018	18:30	St. Louis Park	EEUU	Luz
	26	8	2018	21:30	Tempe	EEUU	Luz
	26	8	2018	19:36	North Anson	EEUU	Luz
	25	8	2018	9:00	Hartford	EEUU	Luz
	24	8	2018	20:00	Clarkdale	EEUU	Luz
	24	8	2018	6:00	Whitesboro	EEUU	Luz
	23	8	2018	21:45	Ocean City	EEUU	Luz
	23	8	2018	20:10	Norwalk	EEUU	Luz
	23	8	2018	19:30	Leeds, Ilkley (near) (UK/England)	Reino Unido	Luz
	23	8	2018	19:30	Las Vegas	EEUU	Luz
	23	8	2018	16:00	Rapid City	EEUU	Luz
	23	8	2018	3:30	Boise	EEUU	Luz
	22	8	2018	23:00	Bellingham	EEUU	Luz
	21	8	2018	4:00	Pacific Ocean (east of Japan)	Japón	Luz
	20	8	2018	23:32	Vergennes	EEUU	Luz
	19	8	2018	22:00	Lawrenceburg	EEUU	Luz
	19	8	2018	20:55	Smiley	EEUU	Luz
	19	8	2018	18:30	Brisbane (Australia)	Australia	Luz
	19	8	2018	0:45	Fort Walton Beach	EEUU	Luz
	18	8	2018	22:59	Oslo (Norway)	Norway	Luz
	18	8	2018	4:30	Las Vegas	EEUU	Luz
	17	8	2018	21:45	Colorado Springs	EEUU	Luz
	17	8	2018	7:15	Salt Lake City/Sandy	EEUU	Luz
	17	8	2018	2:26	Winston-Salem	EEUU	Luz
	16	8	2018	22:00	Nags Head	EEUU	Luz
	16	8	2018	19:30	Spindale	EEUU	Luz
	15	8	2018	22:30	Ontario (Canada)	Canadá	Luz
	15	8	2018	20:00	Waxhaw	EEUU	Luz
	15	8	2018	8:45	Millsboro	EEUU	Luz
	15	8	2018	3:20	Lebanon	EEUU	Luz
	14	8	2018	23:00	Welches	EEUU	Luz
	14	8	2018	21:20	Marietta	EEUU	Luz
	14	8	2018	5:45	Vidor	EEUU	Luz
	12	8	2018	23:00	Caldwell	EEUU	Luz
	12	8	2018	23:00	Camas	EEUU	Luz
	12	8	2018	22:00	Fayetteville	EEUU	Luz
	12	8	2018	22:00	Seaside Heights	EEUU	Luz
	12	8	2018	21:45	Johnstown	EEUU	Luz
	12	8	2018	21:00	Boons Camp	EEUU	Luz
	12	8	2018	3:00	Bryson City	EEUU	Luz
	12	8	2018	3:00	Interstate 80	EEUU	Luz
	11	8	2018	22:30	Sparta	EEUU	Luz
	11	8	2018	22:20	Los Alamos	EEUU	Luz
	11	8	2018	21:38	Port Hope	Canadá	Luz
	11	8	2018	21:10	Moscow	EEUU	Luz
	11	8	2018	20:05	East Peoria	EEUU	Luz
	11	8	2018	0:30	Clarksdale	EEUU	Luz
	10	8	2018	21:30	Tinley Park	EEUU	Luz
	10	8	2018	21:00	Houston	EEUU	Luz
	10	8	2018	0:00	Rochester	EEUU	Luz
	9	8	2018	21:30	White Sulphur Springs	EEUU	Luz
	9	8	2018	21:00	Sandy Springs	EEUU	Luz
	6	8	2018	10:05	Fairfield	EEUU	Luz
	5	8	2018	22:00	Plantsville	EEUU	Luz
	5	8	2018	21:30	Weaverville	EEUU	Luz
	5	8	2018	1:00	Kansas City	EEUU	Luz
	4	8	2018	23:47	Meridian	EEUU	Luz
	4	8	2018	23:00	Duluth	EEUU	Luz
	4	8	2018	22:30	Vero Beach	EEUU	Luz
	4	8	2018	22:30	Vero Beach	EEUU	Luz
	4	8	2018	22:10	Burlington (Canada)	Canadá	Luz
	4	8	2018	21:51	Tacoma	EEUU	Luz
	4	8	2018	21:00	Hilton Head Island	EEUU	Luz
	4	8	2018	1:30	Ridgefield	EEUU	Luz
	4	8	2018	0:03	Gresham	EEUU	Luz
	3	8	2018	22:45	Bozeman	EEUU	Luz
	3	8	2018	22:30	Asheboro	EEUU	Luz
	3	8	2018	21:00	Crystal Lake	EEUU	Luz
	2	8	2018	23:30	Ashville	EEUU	Luz
	2	8	2018	22:30	West Chester	EEUU	Luz
	2	8	2018	20:00	South Daytona	EEUU	Luz
	2	8	2018	18:00	Pensacola	EEUU	Luz
	2	8	2018	3:00	Saskatoon (Canada)	Canadá	Luz
	1	8	2018	22:00	Brooklyn Park	EEUU	Luz
	1	8	2018	8:00	Naples	EEUU	Luz
	1	8	2018	0:00	Wenatchee	EEUU	Luz
	31	7	2018	22:30	Greenwich	EEUU	Luz
	28	7	2018	23:10	Horseshoe Bend	EEUU	Luz
	28	7	2018	23:00	Eugene	EEUU	Luz
	28	7	2018	21:30	Hansville (Bangor Submarine Base)	EEUU	Luz
	28	7	2018	1:00	Lebanon	EEUU	Luz
	27	7	2018	19:30	Beatrice	EEUU	Luz
	27	7	2018	3:00	Brighton	EEUU	Luz
	26	7	2018	22:15	Ochlocknee Bay	EEUU	Luz
	24	7	2018	21:45	Arcadia	EEUU	Luz
	24	7	2018	21:20	Sarasota	EEUU	Luz
	21	7	2018	4:22	Soda Springs	EEUU	Luz
	21	7	2018	3:30	Aurora	EEUU	Luz
	21	7	2018	0:18	Lethbridge (Canada)	Canadá	Luz
	20	7	2018	23:30	Macklin (Canada)	Canadá	Luz
	20	7	2018	23:30	Coon Rapids	EEUU	Luz
	20	7	2018	22:30	Springfield	EEUU	Luz
	20	7	2018	21:00	Lake Wylie	EEUU	Luz
	20	7	2018	21:00	Owens Cross Roads	EEUU	Luz
	20	7	2018	3:50	Las Vegas	EEUU	Luz
	19	7	2018	21:55	Langhorne	EEUU	Luz
	19	7	2018	21:45	Langhorne	EEUU	Luz
	18	7	2018	23:00	Greenwood	EEUU	Luz
	18	7	2018	21:50	Fort Collins	EEUU	Luz
	18	7	2018	21:30	Vance	EEUU	Luz
	18	7	2018	21:15	Davenport	EEUU	Luz
	18	7	2018	18:30	Peruíbe (Brazil)	Brasil	Luz
	18	7	2018	3:30	Lake in the Hills	EEUU	Luz
	18	7	2018	2:30	Santa Fe	EEUU	Luz
	17	7	2018	21:30	Vancouver	EEUU	Luz
	17	7	2018	12:45	Mercer Island	EEUU	Luz
	16	7	2018	23:00	Trinity	EEUU	Luz
	16	7	2018	9:00	Columbia	EEUU	Luz
	15	7	2018	21:55	Lake Mary	EEUU	Luz
	15	7	2018	2:00	Westminster	EEUU	Luz
	13	7	2018	23:00	Slave Lake (Canada)	Canadá	Luz
	13	7	2018	22:30	Portland	EEUU	Luz
	13	7	2018	22:30	Columbus	EEUU	Luz
	13	7	2018	22:00	Van Buren	EEUU	Luz
	13	7	2018	21:30	Swansea	EEUU	Luz
	13	7	2018	19:00	Tampa	EEUU	Luz
	13	7	2018	3:00	Catawba Island	EEUU	Luz
	13	7	2018	2:00	Rutland	EEUU	Luz
	12	7	2018	23:00	Fargo	EEUU	Luz
	11	7	2018	22:09	Midland	EEUU	Luz
	11	7	2018	22:00	Silver Spring	EEUU	Luz
	11	7	2018	4:15	Shepherd	EEUU	Luz
	11	7	2018	1:20	Delaware	EEUU	Luz
	10	7	2018	23:00	Garrison	EEUU	Luz
	9	7	2018	4:15	Flatwoods	EEUU	Luz
	9	7	2018	3:00	Bethany	EEUU	Luz
	8	7	2018	22:00	Belton	EEUU	Luz
	8	7	2018	20:41	Rock Island	EEUU	Luz
	8	7	2018	20:30	Edwardsville	EEUU	Luz
	8	7	2018	18:45	Winnebago	EEUU	Luz
	8	7	2018	11:50	Springfield	EEUU	Luz
	8	7	2018	11:30	Austin	EEUU	Luz
	8	7	2018	3:30	Aloha	EEUU	Luz
	8	7	2018	2:00	Salinas	EEUU	Luz
	8	7	2018	1:05	Bear Lake	EEUU	Luz
	7	7	2018	22:25	Greenwood	EEUU	Luz
	7	7	2018	21:45	Trenton	EEUU	Luz
	6	7	2018	23:45	Boggstown	EEUU	Luz
	6	7	2018	23:00	Ogalala	EEUU	Luz
	5	7	2018	22:45	Rochester	EEUU	Luz
	5	7	2018	21:25	Floristen	EEUU	Luz
	5	7	2018	4:12	Pittsboro	EEUU	Luz
	5	7	2018	3:00	Columbus	EEUU	Luz
	4	7	2018	22:30	Chicago	EEUU	Luz
	4	7	2018	22:10	Redmond	EEUU	Luz
	4	7	2018	22:00	Barbourville	EEUU	Luz
	4	7	2018	22:00	Valley Center	EEUU	Luz
	4	7	2018	21:40	Pembroke Pines	EEUU	Luz
	4	7	2018	21:15	Tulsa	EEUU	Luz
	4	7	2018	21:00	Hilton Head Island	EEUU	Luz
	4	7	2018	21:00	Winchester	EEUU	Luz
	4	7	2018	21:00	Winchester	EEUU	Luz
	4	7	2018	21:00	Shalimar	EEUU	Luz
	4	7	2018	21:00	Warner Robins	EEUU	Luz
	4	7	2018	21:00	Alexandria	EEUU	Luz
	3	7	2018	22:40	Beavercreek	EEUU	Luz
	3	7	2018	22:00	Scottsdale	EEUU	Luz
	3	7	2018	22:00	Auburn	EEUU	Luz
	2	7	2018	23:30	Erie	EEUU	Luz
	2	7	2018	4:30	Greenwood	EEUU	Luz
	1	7	2018	21:55	Colorado Springs	EEUU	Luz
	1	7	2018	21:35	Colorado Springs	EEUU	Luz
	1	7	2018	12:30	Brunswick	EEUU	Luz
	30	6	2018	22:05	Newbury Park	EEUU	Luz
	30	6	2018	22:00	Pawcatuck	EEUU	Luz
	30	6	2018	22:00	Louisville	EEUU	Luz
	29	6	2018	23:00	unsure, possibly Des Moines or Grenville	EEUU	Luz
	29	6	2018	6:01	Cape Coral	EEUU	Luz
	28	6	2018	22:15	Pleasanton	EEUU	Luz
	28	6	2018	22:02	Scotia	EEUU	Luz
	28	6	2018	22:00	Lancaster	EEUU	Luz
	27	6	2018	21:55	Corbett	EEUU	Luz
	25	6	2018	22:00	Delran	EEUU	Luz
	25	6	2018	20:00	Niwot	EEUU	Luz
	25	6	2018	2:37	Plainfield	EEUU	Luz
	22	6	2018	20:30	New York City	EEUU	Luz
	22	6	2018	10:00	Grand Blanc	EEUU	Luz
	21	6	2018	23:14	Seattle	EEUU	Luz
	21	6	2018	21:00	Chandler	EEUU	Luz
	19	6	2018	0:11	Saratoga Springs	EEUU	Luz
	18	6	2018	21:45	Brighton	EEUU	Luz
	17	6	2018	20:01	Hatillo (Puerto Rico)	Puerto Rico	Luz
	16	6	2018	21:58	Washington	EEUU	Luz
	16	6	2018	3:00	Sparta	EEUU	Luz
	15	6	2018	22:15	Frederick	EEUU	Luz
	15	6	2018	5:05	Georgetown	EEUU	Luz
	13	6	2018	0:45	Perry	EEUU	Luz
	12	6	2018	23:00	Quincy	EEUU	Luz
	12	6	2018	22:30	Southpoint	EEUU	Luz
	11	6	2018	21:44	Panama City (beach)	EEUU	Luz
	10	6	2018	10:30	Yarmouth	EEUU	Luz
	10	6	2018	0:05	Waves	EEUU	Luz
	9	6	2018	21:18	Cortez	EEUU	Luz
	9	6	2018	21:00	Fort Collins	EEUU	Luz
	9	6	2018	5:30	Crossville	EEUU	Luz
	9	6	2018	1:11	Watervliet	EEUU	Luz
	8	6	2018	22:20	Orlando	EEUU	Luz
	8	6	2018	22:12	Lafayette	EEUU	Luz
	8	6	2018	14:00	Wakefield	EEUU	Luz
	7	6	2018	21:30	Jeffersonville	EEUU	Luz
	6	6	2018	21:00	Green River	EEUU	Luz
	5	6	2018	22:30	Johnstown	EEUU	Luz
	5	6	2018	21:30	Lisbon	EEUU	Luz
	5	6	2018	11:47	Marion	EEUU	Luz
	4	6	2018	23:02	Camby	EEUU	Luz
	3	6	2018	0:20	Florissant	EEUU	Luz
	2	6	2018	23:15	Albuquerque	EEUU	Luz
	2	6	2018	18:00	Millstadt	EEUU	Luz
	1	6	2018	10:32	Cave city	EEUU	Luz
	1	6	2018	4:30	Bixby	EEUU	Luz
	31	5	2018	23:35	Lebanon	EEUU	Luz
	31	5	2018	21:30	North Myrtle Beach	EEUU	Luz
	30	5	2018	21:00	Myrtle Beach	EEUU	Luz
	28	5	2018	23:09	Clarkston	EEUU	Luz
	28	5	2018	19:00	Homosassa	EEUU	Luz
	26	5	2018	22:15	Gary	EEUU	Luz
	26	5	2018	22:00	Hamburg	EEUU	Luz
	26	5	2018	12:30	Huntington	EEUU	Luz
	25	5	2018	22:45	Puyallup	EEUU	Luz
	24	5	2018	21:30	Livermore	EEUU	Luz
	23	5	2018	22:30	Marysville	EEUU	Luz
	23	5	2018	21:40	Muncie	EEUU	Luz
	22	5	2018	20:45	Woodburn	EEUU	Luz
	22	5	2018	20:15	Snohomish	EEUU	Luz
	20	5	2018	22:00	Ashland	EEUU	Luz
	20	5	2018	21:05	Ricetown	EEUU	Luz
	20	5	2018	0:12	Covington	EEUU	Luz
	19	5	2018	22:30	Spital (UK/England)	Reino Unido	Luz
	19	5	2018	21:30	Blanchester	EEUU	Luz
	18	5	2018	23:15	Rio de Janeiro (Brazil)	Brasil	Luz
	17	5	2018	23:20	Pisgah Forest	EEUU	Luz
	17	5	2018	21:45	Everglades	EEUU	Luz
	17	5	2018	3:30	Irvine	EEUU	Luz
	17	5	2018	0:00	Miami	EEUU	Luz
	16	5	2018	4:50	Nashua	EEUU	Luz
	15	5	2018	22:00	Bemidji/Grand Rapids (between)	EEUU	Luz
	14	5	2018	21:00	Colorado Springs	EEUU	Luz
	14	5	2018	20:00	Murfreesboro	EEUU	Luz
	13	5	2018	21:20	Sparks	EEUU	Luz
	13	5	2018	11:40	Glen Oaks	EEUU	Luz
	13	5	2018	0:05	Bremerton	EEUU	Luz
	11	5	2018	21:58	Marysville	EEUU	Luz
	10	5	2018	23:30	Winnipeg (Canada)	Canadá	Luz
	9	5	2018	22:16	King Hill (east of)	EEUU	Luz
	8	5	2018	10:45	Boons Camp	EEUU	Luz
	8	5	2018	4:38	Fort Lee	EEUU	Luz
	7	5	2018	20:45	Stratford	EEUU	Luz
	6	5	2018	23:51	South Bend	EEUU	Luz
	5	5	2018	21:33	Dickinson	EEUU	Luz
	5	5	2018	4:45	Louisville	EEUU	Luz
	4	5	2018	21:15	Oakland	EEUU	Luz
	3	5	2018	21:00	Russellville	EEUU	Luz
	2	5	2018	23:00	Little Falls	EEUU	Luz
	2	5	2018	21:25	Elgin	EEUU	Luz
	2	5	2018	20:00	Greenville	EEUU	Luz
	2	5	2018	1:00	Zimmerman	EEUU	Luz
	1	5	2018	2:15	Henderson	EEUU	Luz
	30	4	2018	23:40	Greenville	EEUU	Luz
	30	4	2018	21:13	Elco	EEUU	Luz
	30	4	2018	21:07	Oshawa (Canada)	Canadá	Luz
	29	4	2018	20:39	East Peoria	EEUU	Luz
	28	4	2018	22:00	Fountain Inn	EEUU	Luz
	28	4	2018	20:45	Fort Bragg	EEUU	Luz
	27	4	2018	1:21	Arlington	EEUU	Luz
	26	4	2018	21:00	Hamburg	EEUU	Luz
	25	4	2018	22:00	Heyworth	EEUU	Luz
	24	4	2018	20:30	Theodore	EEUU	Luz
	23	4	2018	22:00	Cody	EEUU	Luz
	23	4	2018	21:10	Torrington	EEUU	Luz
	23	4	2018	3:43	North Las Vegas	EEUU	Luz
	21	4	2018	6:00	Havelock	EEUU	Luz
	21	4	2018	0:30	Le Mans (France)	Francia	Luz
	21	4	2018	0:00	Coatesville	EEUU	Luz
	20	4	2018	6:30	Puerto Vallarta (Mexico)	México	Luz
	19	4	2018	1:30	Burien	EEUU	Luz
	18	4	2018	23:00	Fort Smith	EEUU	Luz
	18	4	2018	21:00	Holiday	EEUU	Luz
	16	4	2018	19:00	Houston	EEUU	Luz
	15	4	2018	21:32	Little Falls	EEUU	Luz
	15	4	2018	6:23	Livingston	EEUU	Luz
	15	4	2018	3:00	Canmore (Canada)	Canadá	Luz
	15	4	2018	2:10	Wasilla	EEUU	Luz
	13	4	2018	22:30	Garner	EEUU	Luz
	13	4	2018	20:45	Galloway	EEUU	Luz
	13	4	2018	20:30	Scottsdale	EEUU	Luz
	12	4	2018	22:28	Pinellas Park	EEUU	Luz
	12	4	2018	21:45	Windsor (Canada)	Canadá	Luz
	12	4	2018	20:52	Carlsbad	EEUU	Luz
	11	4	2018	23:00	Chugiak	EEUU	Luz
	11	4	2018	20:00	Portland	EEUU	Luz
	11	4	2018	7:17	De Pere	EEUU	Luz
	10	4	2018	5:20	Dunnigan	EEUU	Luz
	9	4	2018	21:30	Buchanan	EEUU	Luz
	9	4	2018	20:05	Las Vegas	EEUU	Luz
	9	4	2018	3:00	Orleans	EEUU	Luz
	8	4	2018	20:45	Fortuna	EEUU	Luz
	7	4	2018	23:10	Philadelphia	EEUU	Luz
	7	4	2018	8:00	Butte	EEUU	Luz
	6	4	2018	22:45	Cherry Valley	EEUU	Luz
	6	4	2018	20:34	Ocoee	EEUU	Luz
	6	4	2018	19:15	South Kingstown	EEUU	Luz
	5	4	2018	4:25	Chesapeake	EEUU	Luz
	4	4	2018	21:10	Denton	EEUU	Luz
	4	4	2018	13:00	Blythe	EEUU	Luz
	3	4	2018	20:30	Phoenix	EEUU	Luz
	3	4	2018	20:20	Bellingham	EEUU	Luz
	3	4	2018	14:20	Indian Ocean (500 miles from land)	Indian Ocean 500 miles from nearest land	Luz
	3	4	2018	6:00	Denver	EEUU	Luz
	2	4	2018	5:38	Tucson	EEUU	Luz
	1	4	2018	22:00	Douglasville	EEUU	Luz
	1	4	2018	21:15	Bellington	EEUU	Luz
	1	4	2018	9:00	Monroe	EEUU	Luz
	29	3	2018	21:02	Vancouver	EEUU	Luz
	28	3	2018	22:00	Joshua Tree	EEUU	Luz
	28	3	2018	20:15	Bethel	EEUU	Luz
	28	3	2018	7:35	Atlanta	EEUU	Luz
	27	3	2018	6:13	Pocatello	EEUU	Luz
	26	3	2018	17:15	Ridgefield	EEUU	Luz
	26	3	2018	4:55	Chicago	EEUU	Luz
	25	3	2018	5:10	Chicago	EEUU	Luz
	24	3	2018	21:03	Merced	EEUU	Luz
	24	3	2018	20:40	Butler	EEUU	Luz
	24	3	2018	20:00	Syracuse	EEUU	Luz
	23	3	2018	21:30	Aledo	EEUU	Luz
	23	3	2018	20:35	Tampa	EEUU	Luz
	23	3	2018	2:40	Clearlake	EEUU	Luz
	22	3	2018	23:00	Halethorpe	EEUU	Luz
	22	3	2018	22:00	Webster	EEUU	Luz
	22	3	2018	21:39	Louisville	EEUU	Luz
	22	3	2018	6:00	Hewlett	EEUU	Luz
	21	3	2018	0:00	Fayetteville	EEUU	Luz
	20	3	2018	22:30	Wellington	EEUU	Luz
	17	3	2018	18:42	Rowe	EEUU	Luz
	16	3	2018	22:30	Wilderville	EEUU	Luz
	16	3	2018	20:20	Hebron	EEUU	Luz
	15	3	2018	23:00	Green Valley	EEUU	Luz
	15	3	2018	21:00	Olathe	EEUU	Luz
	13	3	2018	22:00	University Place	EEUU	Luz
	13	3	2018	20:00	Centerville	EEUU	Luz
	12	3	2018	19:47	Lancaster	EEUU	Luz
	12	3	2018	9:50	Eureka	EEUU	Luz
	11	3	2018	20:10	La Quinta	EEUU	Luz
	11	3	2018	19:45	Tampa	EEUU	Luz
	11	3	2018	4:15	Issaquah/North Bend (between; I-90 E)	EEUU	Luz
	11	3	2018	0:30	Manassas	EEUU	Luz
	11	3	2018	0:00	North Plains	EEUU	Luz
	10	3	2018	2:00	Belleville	EEUU	Luz
	7	3	2018	21:45	Lake City (near)	EEUU	Luz
	7	3	2018	4:45	Issaquah	EEUU	Luz
	6	3	2018	0:35	Maitland	EEUU	Luz
	5	3	2018	7:45	Orovada	EEUU	Luz
	4	3	2018	20:45	Tacoma	EEUU	Luz
	4	3	2018	19:07	Colorado Springs	EEUU	Luz
	4	3	2018	6:05	Hickory	EEUU	Luz
	3	3	2018	20:00	Philadelphia	EEUU	Luz
	3	3	2018	19:00	Lobelville	EEUU	Luz
	3	3	2018	18:53	Annapolis	EEUU	Luz
	2	3	2018	22:30	Walsenberg	EEUU	Luz
	2	3	2018	22:15	Colorado Springs	EEUU	Luz
	2	3	2018	18:00	Colorado Springs	EEUU	Luz
	2	3	2018	17:45	Redmond	EEUU	Luz
	1	3	2018	3:50	Nashua	EEUU	Luz
	28	2	2018	0:20	Richland	EEUU	Luz
	27	2	2018	18:10	Upper Darby	EEUU	Luz
	27	2	2018	4:30	Milwaukee	EEUU	Luz
	25	2	2018	21:00	Riverside	EEUU	Luz
	25	2	2018	19:06	Gould	EEUU	Luz
	25	2	2018	0:37	Dayton	EEUU	Luz
	24	2	2018	21:20	Sand Point	EEUU	Luz
	24	2	2018	20:00	Hampstead	EEUU	Luz
	23	2	2018	22:30	Tooele	EEUU	Luz
	22	2	2018	22:00	Lebanon	EEUU	Luz
	21	2	2018	21:37	Pineywoods/Sipsey area	EEUU	Luz
	21	2	2018	9:00	Pinellas	EEUU	Luz
	21	2	2018	2:15	Oriskany Falls	EEUU	Luz
	20	2	2018	8:00	Calabash	EEUU	Luz
	20	2	2018	4:00	Chula Vista	EEUU	Luz
	19	2	2018	22:00	Mansfield	EEUU	Luz
	19	2	2018	21:55	Kingsport	EEUU	Luz
	19	2	2018	20:15	Troy	EEUU	Luz
	19	2	2018	5:45	Friday Harbor	EEUU	Luz
	18	2	2018	17:00	Bloomington	EEUU	Luz
	17	2	2018	20:56	Brighton	EEUU	Luz
	17	2	2018	20:33	Barrington	EEUU	Luz
	17	2	2018	19:15	Cathedral City	EEUU	Luz
	17	2	2018	18:40	San Diego	EEUU	Luz
	17	2	2018	7:45	Tampa	EEUU	Luz
	16	2	2018	21:30	Hardy	EEUU	Luz
	16	2	2018	12:34	Enroute to Michigan	EEUU	Luz
	16	2	2018	1:15	Cheyenne	EEUU	Luz
	15	2	2018	22:00	Fosston	EEUU	Luz
	15	2	2018	5:00	Miami	EEUU	Luz
	14	2	2018	23:00	Sunnyside	EEUU	Luz
	14	2	2018	21:10	Bend	EEUU	Luz
	13	2	2018	22:00	Claremont	EEUU	Luz
